source_type,source_property,target_type,target_property,import_parser,export_parser,direction,reverse_primary,requirement,cardinality,constant_value,fallback_source,fallback_parser,source_table,param_name,wrap,note
D4D,raw_data_sources,Dataset,rai_data_collection_raw_data,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,sampling_strategies,Dataset,samplingStrategies,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,raw_sources,Dataset,rai_data_collection_raw_data,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,preprocessing_strategies,Dataset,rai_data_preprocessing_protocol,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,cleaning_strategies,Dataset,rai_data_manipulation_protocol,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,labeling_strategies,Dataset,rai_data_annotation_protocol,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,imputation_protocols,Dataset,rai_data_imputation_protocol,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,annotation_analyses,Dataset,rai_data_annotation_analysis,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,machine_annotation_tools,Dataset,rai_machine_annotation_tools,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,existing_uses,Dataset,rai_data_use_cases,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,other_tasks,Dataset,rai_data_use_cases,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,future_use_impacts,Dataset,rai_data_social_impact,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,discouraged_uses,Dataset,prohibitedUses,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,intended_uses,Dataset,rai_data_use_cases,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,prohibited_uses,Dataset,prohibitedUses,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,distribution_formats,Dataset,evi_formats,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,distribution_dates,Dataset,distributionDates,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,maintainers,Dataset,rai_data_release_maintenance_plan,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,errata,Dataset,correction,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,updates,Dataset,rai_data_release_maintenance_plan,flatten,reverse_flatten,both,TRUE,recommended,scalar,,,,,,,
D4D,retention_limit,Dataset,conditionsOfAccess,flatten,reverse_flatten,both,TRUE,recommended,scalar,,,,,,,
D4D,version_access,Dataset,version,flatten,reverse_flatten,both,FALSE,recommended,scalar,,,,,,,
D4D,extension_mechanism,Dataset,conditionsOfAccess,flatten,reverse_flatten,both,FALSE,recommended,scalar,,,,,,,
D4D,ethical_reviews,Dataset,ethicalReview,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,data_protection_impacts,Dataset,rai_data_social_impact,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,human_subject_research,Dataset,humanSubjectResearch,flatten,reverse_flatten,both,TRUE,recommended,scalar,,,,,,,
D4D,informed_consent,Dataset,informedConsent,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,at_risk_populations,Dataset,atRiskPopulations,flatten,reverse_flatten,both,TRUE,recommended,scalar,,,,,,,
D4D,license_and_use_terms,Dataset,conditionsOfAccess,flatten,reverse_flatten,both,FALSE,recommended,scalar,,,,,,,license stacks into conditionsOfAccess
D4D,ip_restrictions,Dataset,conditionsOfAccess,flatten,reverse_flatten,both,FALSE,recommended,scalar,,,,,,,
D4D,regulatory_restrictions,Dataset,conditionsOfAccess,flatten,reverse_flatten,both,FALSE,recommended,scalar,,,,,,,
D4D,is_deidentified,Dataset,confidentialityLevel,flatten,reverse_flatten,both,TRUE,recommended,scalar,,,,,,,
D4D,created_by,Dataset,author,scalar,reverse_scalar,both,FALSE,recommended,scalar,,,,,,,
D4D,created_on,Dataset,dateCreated,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,doi,Dataset,identifier,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,download_url,Dataset,contentUrl,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,issued,Dataset,datePublished,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,keywords,Dataset,keywords,string_list,reverse_string_list,both,TRUE,recommended,list,,,,,,,
D4D,language,Dataset,language,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,last_updated_on,Dataset,dateModified,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,license,Dataset,dataLicense,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,modified_by,Dataset,author,scalar,reverse_scalar,both,FALSE,recommended,scalar,,,,,,,
D4D,page,Dataset,url,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,publisher,Dataset,publisher,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,status,Dataset,creativeWorkStatus,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,title,Dataset,name,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,version,Dataset,version,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,was_derived_from,Dataset,derivedFrom,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,id,Dataset,identifier,scalar,reverse_scalar,both,FALSE,recommended,scalar,,,,,,,
D4D,name,Dataset,name,scalar,reverse_scalar,both,FALSE,recommended,scalar,,,,,,,
D4D,description,Dataset,description,scalar,reverse_scalar,both,TRUE,recommended,scalar,,,,,,,
D4D,collection_consents,Dataset,informedConsent,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,consent_revocations,Dataset,informedConsent,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,collection_notifications,Dataset,informedConsent,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,direct_collection,Dataset,informedConsent,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,participant_privacy,Dataset,participantPrivacy,flatten,reverse_flatten,both,TRUE,recommended,list,,,,,,,
D4D,third_party_sharing,Dataset,participantPrivacy,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
D4D,participant_compensation,Dataset,participantPrivacy,flatten,reverse_flatten,both,FALSE,recommended,list,,,,,,,
